ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_MeanRadius,AreaShape_MedianRadius,Children_Oospores_dual_Count,Children_Oospores_green_Count,Children_Oospores_red_Count,Children_Oospores_unstained_Count,Intensity_IntegratedIntensity_FITC,Intensity_IntegratedIntensity_T_Red,Intensity_LowerQuartileIntensity_FITC,Intensity_LowerQuartileIntensity_T_Red,Intensity_MaxIntensity_FITC,Intensity_MaxIntensity_T_Red,Intensity_MeanIntensity_FITC,Intensity_MeanIntensity_T_Red,Intensity_MedianIntensity_FITC,Intensity_MedianIntensity_T_Red,Intensity_MinIntensity_FITC,Intensity_MinIntensity_T_Red,Intensity_StdIntensity_FITC,Intensity_StdIntensity_T_Red,Intensity_UpperQuartileIntensity_FITC,Intensity_UpperQuartileIntensity_T_Red,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,21,85,2.1165876445287735,2.0,1,0,0,0,7.495658786967397,11.272358197718859,0.033466849476099014,0.044247349724173546,0.16343937814235687,0.24168764054775238,0.08818422102314584,0.13261597879669246,0.09117265418171883,0.1324559450149536,0.008316166698932648,0.010559243150055408,0.05579098843815535,0.08775353084350963,0.14665064215660095,0.23238345608115196,1103.4823529411765,573.7294117647059,0,21
1,22,59,1.661073254259547,1.4142135623730951,1,0,0,0,5.16617073607631,6.106828461168334,0.017311360221356153,0.015598534606397152,0.19490349292755127,0.22659647464752197,0.08756221586570018,0.10350556713844633,0.09246966987848282,0.09964141249656677,0.0034943160135298967,0.0020599679555743933,0.0676114403348209,0.08396036373161944,0.1560654602944851,0.19604410231113434,789.9322033898305,582.4406779661017,0,22
1,23,106,2.0516710864017913,2.0,1,0,0,0,8.322926660068333,10.03996339160949,0.017868313938379288,0.0198290990665555,0.1924467831850052,0.23204395174980164,0.0785181760383805,0.09471663576990084,0.051819637417793274,0.062989242374897,0.001983672846108675,0.001983672846108675,0.06846917148631483,0.08241145183210333,0.14815746992826462,0.17949950695037842,1021.0566037735849,626.2547169811321,0,23
1,24,84,1.9522377576861514,2.0,1,0,0,0,5.58709087013267,9.108445895835757,0.01766994781792164,0.024444952607154846,0.13885709643363953,0.2362554371356964,0.06651298654919845,0.10843387971233044,0.06160067021846771,0.0792095810174942,0.0009308003354817629,0.0008545052260160446,0.04963421589438884,0.08594406283430318,0.12483406066894531,0.2081940919160843,834.047619047619,642.8214285714286,0,24
1,25,62,1.7493368119900938,1.4142135623730951,0,0,0,1,0.3167467820458114,0.323018237715587,0.00412756553851068,0.003830014495179057,0.009781032800674438,0.015320057980716228,0.005108819065255022,0.005209971576057855,0.005371175706386566,0.00509651331230998,0.0009765774011611938,0.0008087281603366137,0.0018129503961696505,0.002826096271743699,0.006271458230912685,0.006286717019975185,162.58064516129033,674.516129032258,0,25
1,26,70,1.9397732256352542,2.0,1,0,0,0,4.95878538582474,6.367284666979685,0.01892118714749813,0.022262913174927235,0.1597619652748108,0.2061341255903244,0.07083979122606772,0.09096120952828123,0.05743495747447014,0.08032349497079849,0.002990768291056156,0.0010223544668406248,0.05515720040312327,0.071825133140083,0.12642862647771835,0.16633860021829605,168.02857142857144,682.4857142857143,0,26
1,27,134,2.076250390251904,2.0,1,0,0,0,8.09640650358051,10.769832842983305,0.007904173340648413,0.008888380136340857,0.18648050725460052,0.24168764054775238,0.060420944056570974,0.08037188688793512,0.02034027688205242,0.028931105509400368,0.002517738612368703,0.0018005645833909512,0.0650429728706466,0.08900159252996814,0.10476081445813179,0.15638971328735352,1248.9776119402984,706.8880597014926,0,27
1,28,79,1.715014244206115,1.4142135623730951,1,0,0,0,5.2860151319764555,8.42897689086385,0.020092316903173923,0.021019302308559418,0.14021515846252441,0.23105211555957794,0.06691158394906906,0.10669591001093481,0.06325627490878105,0.09188982844352722,0.0023956664372235537,0.0013427939265966415,0.047589419544783844,0.08525066937796419,0.11719310469925404,0.2067597433924675,106.26582278481013,733.7088607594936,0,28
1,29,91,2.1665749369630776,2.0,1,0,0,0,9.385946450755,12.715403747744858,0.03707179520279169,0.04987792856991291,0.19366750121116638,0.24168764054775238,0.10314226868961539,0.13972971151367977,0.10125123709440231,0.15749599039554596,0.009185931645333767,0.009674220345914364,0.06685045514108771,0.09022604980424392,0.17604715377092361,0.24168764054775238,786.5604395604396,742.3626373626373,0,29
1,30,90,2.190877024001414,2.0,1,0,0,0,7.697169435676187,11.171068890253082,0.02708476409316063,0.02926680352538824,0.16195926070213318,0.24168764054775238,0.08552410484084652,0.12412298766947868,0.08435187488794327,0.12088197469711304,0.004654001910239458,0.0027924010064452887,0.05606271880660974,0.08726397974976954,0.14676889777183533,0.21774624288082123,94.5,757.6222222222223,0,30
1,31,112,2.175253625620548,2.0,0,0,1,0,3.204760817112401,13.846982319140807,0.010360876098275185,0.022751200944185257,0.0642862617969513,0.24168764054775238,0.02861393586707501,0.12363377070661434,0.024826427921652794,0.11544975638389587,0.0012970168609172106,0.0024872205685824156,0.019643087446863102,0.09725522860178208,0.04870679974555969,0.24168764054775238,796.0982142857143,822.8660714285714,0,31
1,32,125,1.9623049248069029,2.0,0,0,1,0,6.487785175908357,8.651270324131474,0.010917830280959606,0.006553750135935843,0.1597772240638733,0.22825971245765686,0.051902281407266854,0.0692101625930518,0.016556039452552795,0.021759365685284138,0.005432211793959141,0.003311207750812173,0.054067650750790786,0.08131119785960579,0.09783321619033813,0.1387006901204586,417.208,888.24,0,32
1,33,94,1.9080597326755937,1.4142135623730951,1,0,0,0,7.808163613080978,9.525719135301188,0.024246586486697197,0.021232929080724716,0.17839322984218597,0.22684061527252197,0.0830655703519253,0.1013374376095871,0.07449454814195633,0.07397574186325073,0.0018310826271772385,0.0008239871822297573,0.06052493856798502,0.08268325852177137,0.15404745936393738,0.18799114972352982,1157.9574468085107,911.9574468085107,0,33
1,34,73,1.9605135623694376,2.0,1,0,0,0,4.985900641884655,9.254856192041188,0.02628747932612896,0.036533912643790245,0.1271839439868927,0.24168764054775238,0.06830000879294047,0.1267788519457697,0.0721828006207943,0.1353398934006691,0.003570611122995615,0.0027466239407658577,0.042545227437571206,0.0894746522827954,0.11552605405449867,0.23169298842549324,1311.7397260273972,919.1643835616438,0,34
1,35,112,2.195364190780206,2.0,1,0,0,0,11.075883119832724,15.60830061789602,0.02697795070707798,0.035736627876758575,0.19403372704982758,0.24168764054775238,0.09889181356993504,0.13935982694550017,0.09996185451745987,0.16191348433494568,0.007415884640067816,0.0042114900425076485,0.06844397764427752,0.09575550089788148,0.1756923794746399,0.24168764054775238,1086.7410714285713,949.0535714285714,0,35
1,36,63,1.8521057713350584,2.0,0,0,0,1,0.7414511442184448,0.5164263446349651,0.009567407192662358,0.0068932631984353065,0.018127718940377235,0.014618143439292908,0.011769065781245156,0.008197243565634366,0.012397955171763897,0.008087282069027424,0.0036011291667819023,0.0019531548023223877,0.0031382838798479,0.0024498791938862403,0.013950560940429568,0.009670405415818095,515.2857142857143,966.3650793650794,0,36
1,37,96,2.165765350417533,2.0,1,0,0,0,7.543175424449146,9.836682671681046,0.026413366198539734,0.02694743312895298,0.14859235286712646,0.19798581302165985,0.0785747440046786,0.10246544449667756,0.0784466341137886,0.10180819779634476,0.005065995268523693,0.0015564202331006527,0.05033917037396452,0.07211895756472023,0.13388265669345856,0.17965972423553467,78.22916666666667,998.2604166666666,0,37
1,38,97,1.8435082029228356,1.4142135623730951,1,0,0,0,5.562874833121896,7.332631409866735,0.01298542763106525,0.011230639880523086,0.13733120262622833,0.18680094182491302,0.05734922508373089,0.07559413824604881,0.045098038390278816,0.05034714378416538,0.0024109254591166973,0.0012664988171309233,0.04681188583365738,0.06767877631742536,0.11105134896934032,0.13981078565120697,167.1958762886598,996.8762886597938,0,38
1,39,88,2.117034140319706,2.0,1,0,0,0,6.589150897460058,5.772747381590307,0.021820401772856712,0.01733424887061119,0.16089113056659698,0.14934004843235016,0.0748767147438643,0.06559940206352621,0.07399100065231323,0.0635538250207901,0.0019684138242155313,0.000839246204122901,0.05361184263108,0.049543186247324095,0.1267261803150177,0.12199588119983673,944.5568181818181,1002.6931818181819,0,39
2,1,68,1.556719298027203,1.0,0,0,1,0,4.007187006529421,5.2579995626583695,0.01570153422653675,0.026260776445269585,0.13640040159225464,0.18608377873897552,0.058929220684256184,0.07732352298027013,0.04873731732368469,0.05876249447464943,0.004226749297231436,0.009552148170769215,0.045775205728316296,0.058031815663282624,0.09886319935321808,0.11754024773836136,1155.1323529411766,2.0,0,1
2,2,89,2.072034821167295,2.0,1,0,0,0,6.467658490873873,9.473548533394933,0.019966430962085724,0.03688105475157499,0.1578240692615509,0.21873807907104492,0.07267032012217835,0.10644436554376328,0.06073090806603432,0.09288929775357246,0.00317387655377388,0.008941787295043468,0.0537694779719707,0.07325892396457302,0.13104066997766495,0.18643473088741302,1120.2808988764045,25.48314606741573,0,2
2,3,77,2.0641820275841214,2.0,1,0,0,0,5.9453574367798865,9.894254923798144,0.02395666390657425,0.043671321123838425,0.15329213440418243,0.24156557023525238,0.07721243424389462,0.1284968171921837,0.071816585958004,0.13148698955774307,0.004928664304316044,0.009323262609541416,0.05349443067017934,0.08620681751008277,0.13373388350009918,0.23703745752573013,638.4415584415584,30.025974025974026,0,3
2,4,69,1.9103925037756877,2.0,0,0,1,0,3.496101307682693,7.8708781795576215,0.01946288300678134,0.03632410243153572,0.09892424196004868,0.23341725766658783,0.050668134893952076,0.11407069825445829,0.043457694351673126,0.11335164308547974,0.003662165254354477,0.004699778743088245,0.03316877225471914,0.08002798935697701,0.08407720923423767,0.20134279504418373,39.31884057971015,31.07246376811594,0,4
2,5,90,2.1072340901680757,2.0,1,0,0,0,5.702998412307352,10.19766531093046,0.013305867556482553,0.027183947153389454,0.14645609259605408,0.24156557023525238,0.06336664902563724,0.11330739234367179,0.05377279222011566,0.10371556878089905,0.0018005645833909512,0.0018463416490703821,0.050765136909215074,0.0894418987357567,0.1193179227411747,0.21570153534412384,123.67777777777778,43.166666666666664,0,5
2,6,68,1.9391419573092126,2.0,1,0,0,0,5.061448093270883,8.528663995210081,0.02514686807990074,0.04092469811439514,0.1578088104724884,0.24156557023525238,0.07443306019516005,0.12542152934132472,0.0632791668176651,0.126405730843544,0.002990768291056156,0.005233844742178917,0.05389434603240258,0.08942920663989799,0.125886932015419,0.2391393929719925,1048.1470588235295,130.98529411764707,0,6
2,7,130,2.0478471379660523,2.0,0,0,0,1,2.093766705598682,4.232288078404963,0.004859998589381576,0.011970702558755875,0.11583123356103897,0.16255435347557068,0.016105897735374478,0.032556062141576636,0.008392462506890297,0.0240177009254694,0.0016021972987800837,0.004318303428590298,0.023260467868419715,0.03261094627109374,0.012657358776777983,0.03355458751320839,357.03846153846155,306.18461538461537,0,7
2,8,102,2.2769923534516043,2.0,0,0,1,0,5.2455176615621895,15.715129060670733,0.015449759550392628,0.0400473028421402,0.10005340725183487,0.24156557023525238,0.05142664374080578,0.15406989275167385,0.05555810034275055,0.23268482089042664,0.0007324330508708954,0.0023956664372235537,0.03569045394208102,0.09717903894049194,0.09121843427419662,0.24156557023525238,426.0,327.96078431372547,0,8
2,9,80,2.0571338136021993,2.0,1,0,0,0,7.940062544075772,11.513481151079759,0.027481498196721077,0.04298466444015503,0.19591058790683746,0.24156557023525238,0.09925078180094715,0.14391851438849698,0.10211337357759476,0.1604028344154358,0.0030975814443081617,0.0032806897070258856,0.0709128049638133,0.09376249656151381,0.17953765392303467,0.24156557023525238,954.4875,340.7125,0,9
2,10,74,2.0076574087451196,2.0,1,0,0,0,5.354268723167479,9.68270377931185,0.022018768824636936,0.03470664657652378,0.14911116659641266,0.24156557023525238,0.07235498274550647,0.13084734836907908,0.0645609200000763,0.13002212345600128,0.0021362630650401115,0.002517738612368703,0.05306145624542791,0.0918282000989045,0.13149461895227432,0.24156557023525238,403.0135135135135,373.06756756756755,0,10
2,11,85,2.0873170593629045,2.0,1,0,0,0,8.163439411204308,11.633584948256612,0.029003585688769817,0.04217975214123726,0.1914244294166565,0.24156557023525238,0.09604046366122716,0.1368657052736072,0.09155413135886192,0.14110780507326126,0.0054016937501728535,0.007003891281783581,0.06759660867679214,0.09087869396907933,0.17029831930994987,0.24156557023525238,1255.1176470588234,424.3764705882353,0,11
2,12,78,2.060248403036642,2.0,1,0,0,0,6.588906697463244,9.913054056465626,0.026535439305007458,0.04495307803153992,0.16406500339508057,0.24156557023525238,0.08447316278799032,0.12709043662135416,0.08378729224205017,0.12147707492113113,0.0072785536758601665,0.009719996713101864,0.05673765278783783,0.08346009169600095,0.15066757798194885,0.2161821946501732,904.4871794871794,470.0769230769231,0,12
